Domain,Sub_domain,Question,Answer,Explanation (detailed),"Refer to, quote"
금융보안법률,전자서명,"전자서명법 제2조에 따른 ""전자서명인증사업자""의 정의로 가장 적절한 것은?
1 전자서명을 발급하고 관리하는 사업자
2 전자서명을 검증하는 사업자
3 전자서명을 저장하는 사업자
4 전자서명을 삭제하는 사업자",1 전자서명을 발급하고 관리하는 사업자,"전자서명법 제2조에 따르면, ""전자서명인증사업자""는 전자서명을 발급하고 관리하는 사업자를 의미한다. 이는 전자서명의 신뢰성을 보장하기 위해 필요한 역할을 수행하는 사업자이다.",전자서명법 제2조
금융보안법률,전자서명,"전자서명의 발전을 위한 시책 수립에 관한 내용으로 옳은 것은?
1 전자서명의 발전을 위해 정부는 매년 예산을 증액해야 한다.
2 전자서명의 발전을 위해 정부는 관련 법률을 개정할 필요가 없다.
3 전자서명의 발전을 위해 정부는 기술 개발 및 표준화를 촉진해야 한다.
4 전자서명의 발전을 위해 정부는 민간 기업의 참여를 제한해야 한다.","3 전자서명의 발전을 위해 정부는 기술 개발 및 표준화를 촉진해야 한다.

###","전자서명의 발전을 위해 정부는 기술 개발 및 표준화를 촉진해야 한다는 내용이 제4조에 명시되어 있다. 이는 전자서명의 신뢰성과 보안성을 높이기 위한 중요한 조치이다. 다른 선택지들은 제4조의 내용과 일치하지 않는다.

###","전자서명법 제4조

---

###"
금융보안법률,전자서명,"전자서명의 발전을 위한 시책 수립에 포함되지 않는 것은?
1 전자서명의 기술 개발 촉진
2 전자서명의 표준화 추진
3 전자서명의 국제 협력 강화
4 전자서명의 사용 제한","4 전자서명의 사용 제한

###","전자서명의 발전을 위한 시책 수립에는 기술 개발 촉진, 표준화 추진, 국제 협력 강화 등이 포함되지만, 전자서명의 사용 제한은 포함되지 않는다. 이는 전자서명의 보급과 발전을 저해할 수 있기 때문이다.

###",전자서명법 제4조
금융보안법률,전자서명,"과학기술정보통신부장관이 전자서명의 이용 촉진을 위해 제공할 수 있는 지원 사항으로 옳지 않은 것은?
1 전자서명 관련 기술개발 및 표준화 연구 지원
2 전자서명 이용 활성화를 위한 홍보 및 교육 지원
3 전자서명 관련 법률 자문 및 소송 지원
4 전자서명 이용 촉진을 위한 재정적 지원",3 전자서명 관련 법률 자문 및 소송 지원,"제5조에 따르면 과학기술정보통신부장관은 전자서명의 이용 촉진을 위해 행정적, 재정적, 기술적 지원을 할 수 있으며, 구체적으로 기술개발 및 표준화 연구, 홍보 및 교육, 재정적 지원 등이 포함된다. 그러나 법률 자문 및 소송 지원은 포함되지 않는다.",전자서명법 제5조
금융보안법률,전자서명,"전자서명인증업무 운영기준에 포함된 항목으로 옳지 않은 것은?
1 가입자 및 이용자의 권익 보호대책
2 장애인ㆍ고령자 등의 전자서명 이용 보장
3 전자서명인증서비스의 종류
4 전자서명인증업무 관련 시설기준 및 자료의 보호방법",3 전자서명인증서비스의 종류,"전자서명인증업무 운영기준에는 가입자 및 이용자의 권익 보호대책, 장애인ㆍ고령자 등의 전자서명 이용 보장, 전자서명인증업무 관련 시설기준 및 자료의 보호방법 등이 포함된다. 그러나 전자서명인증서비스의 종류는 포함되지 않는다.",전자서명법 제7조
금융보안법률,전자서명,"운영기준 준수사실의 인정을 받은 전자서명인증사업자가 인증업무준칙을 작성하여 게시해야 하는 곳은 어디인가?

1 전자서명인증서
2 인터넷 홈페이지
3 과학기술정보통신부
4 한국인터넷진흥원",2 인터넷 홈페이지,운영기준 준수사실의 인정을 받은 전자서명인증사업자는 인증업무준칙을 작성하여 인터넷 홈페이지 등에 게시하고 성실히 준수하여야 한다.,전자서명법 제15조 제1항
금융보안법률,전자서명,"운영기준 준수사실의 인정을 받은 전자서명인증사업자가 전자서명인증서비스에 가입하려는 자의 신원을 확인해야 하는 기준은 무엇인가?

1 과학기술정보통신부령
2 대통령령
3 한국인터넷진흥원 규정
4 전자서명인증서",2 대통령령,운영기준 준수사실의 인정을 받은 전자서명인증사업자는 전자서명인증서비스에 가입하려는 자의 신원을 대통령령으로 정하는 바에 따라 확인하여야 한다.,전자서명법 제14조
금융보안법률,전자서명,"전자서명법 제9조에 따라 인정기관이 수행해야 하는 업무로 옳은 것은?

1 전자서명인증사업자의 운영기준 준수 여부 평가
2 운영기준 준수사실의 인정 여부 결정
3 전자서명인증사업자에게 평가 비용 징수
4 전자서명인증사업자에게 평가 결과 제출",2 운영기준 준수사실의 인정 여부 결정,"전자서명법 제9조에 따르면 인정기관은 전자서명인증사업자의 운영기준 준수 여부를 확인하고, 운영기준 준수사실의 인정 여부를 결정하는 업무를 수행해야 한다. 평가 결과를 제출받는 것은 평가기관의 역할이며, 평가 비용을 징수하는 것도 평가기관의 역할이다.","전자서명법 제9조

---"
금융보안법률,전자서명,"평가기관이 평가를 신청한 전자서명인증사업자의 운영기준 준수 여부에 대한 평가 결과를 제출해야 하는 곳은?
1 과학기술정보통신부
2 한국인터넷진흥원
3 인정기관
4 전자서명인증사업자",3 인정기관,"평가기관은 평가를 신청한 전자서명인증사업자의 운영기준 준수 여부에 대한 평가를 하고, 그 결과를 인정기관에 제출해야 합니다.",전자서명법 시행령 제10조 제3항
금융보안법률,전자서명,"전자서명인증사업자가 국제통용평가를 받은 경우, 평가기관의 평가를 받은 것으로 인정받기 위해 필요한 절차는 무엇인가?
1 과학기술정보통신부에 직접 신청
2 운영기준 준수사실의 인정을 신청
3 대통령령에 따라 별도 인증 신청
4 국제기구에 평가 결과 제출",2 운영기준 준수사실의 인정을 신청,"전자서명인증사업자가 국제통용평가를 받은 경우, 평가기관의 평가를 받은 것으로 인정받기 위해서는 운영기준 준수사실의 인정을 신청해야 한다. 이는 제11조 제2항에 명시되어 있다.",전자서명법 제11조 제2항
금융보안법률,전자서명,"운영기준 준수사실의 인정을 받은 전자서명인증사업자가 표시할 수 있는 내용은 무엇인가?
1 운영기준 준수사실
2 인증업무준칙 준수사실
3 신원확인 절차 준수사실
4 보험 가입 사실",1 운영기준 준수사실,운영기준 준수사실의 인정을 받은 전자서명인증사업자는 과학기술정보통신부령으로 정하는 바에 따라 운영기준을 준수한다는 사실을 표시할 수 있다. 따라서 운영기준 준수사실을 표시할 수 있다.,제13조(운영기준 준수사실의 표시) 1 운영기준 준수사실의 인정을 받은 전자서명인증사업자는 과학기술정보통신부령으로 정하는 바에 따라 운영기준을 준수한다는 사실을 표시할 수 있다.
금융보안법률,전자서명,"전자서명인증사업자가 본인확인기관이 아닌 경우, 전자서명인증서비스에 가입하려는 자의 신원을 확인하는 방법으로 적절한 것은?
1 주민등록번호 확인
2 실지명의 확인
3 운영기준 준수사실의 인정을 받은 가입자 확인방법
4 이메일 주소 확인",3 운영기준 준수사실의 인정을 받은 가입자 확인방법,"전자서명인증사업자가 본인확인기관이 아닌 경우, 운영기준 준수사실의 인정을 받은 가입자 확인방법으로 신원을 확인해야 한다. 이는 전자서명인증서비스의 신뢰성을 유지하기 위한 절차이다.",전자서명법 제14조 및 제9조 제1항 제2호
금융보안법률,전자서명,"전자서명인증사업자가 전자서명인증업무준칙을 작성하여 게시해야 하는 장소는 어디인가?

1 사무실 내부
2 인터넷 홈페이지
3 정부 관보
4 금융감독원",2 인터넷 홈페이지,전자서명인증사업자는 전자서명인증업무준칙을 작성하여 인터넷 홈페이지 등에 게시하고 성실히 준수해야 한다. 이는 전자서명인증업무의 투명성과 신뢰성을 높이기 위한 조치이다.,전자서명법 제15조 제1항
금융보안법률,전자서명,"전자서명인증사업자가 전자서명인증업무준칙을 변경한 경우, 이를 어떻게 처리해야 하는가?

1 변경 내용을 내부 문서로만 보관한다.
2 변경 내용을 인터넷 홈페이지에 게시한다.
3 변경 내용을 관련 기관에만 통보한다.
4 변경 내용을 고객에게만 통보한다.",2 변경 내용을 인터넷 홈페이지에 게시한다.,전자서명인증사업자가 전자서명인증업무준칙을 변경한 경우에도 이를 인터넷 홈페이지 등에 게시해야 한다. 이는 변경된 내용을 투명하게 공개하여 이용자들이 쉽게 접근할 수 있도록 하기 위함이다.,전자서명법 제15조 제1항
금융보안법률,전자서명,"전자서명법 제16조에 따라 전자서명인증사업자에 대한 검사를 실시하는 공무원이 출입 시 관계인에게 보여주어야 하는 것은?
1 검사 계획서
2 권한을 나타내는 증표
3 검사 결과 보고서
4 검사 요청서",2 권한을 나타내는 증표,"제16조 제3항에 따르면, 출입ㆍ검사를 하는 공무원은 그 권한을 나타내는 증표를 관계인에게 보여주어야 한다.",전자서명법 제16조 제3항
금융보안법률,전자서명,"전자서명인증사업자가 전자문서의 시점을 확인할 수 있는 경우는?
1 전자서명인증사업자가 필요하다고 판단한 경우
2 가입자 또는 이용자의 요청이 있는 경우
3 전자문서의 내용이 중요한 경우
4 전자문서가 법적 효력을 가지는 경우",2 가입자 또는 이용자의 요청이 있는 경우,"전자서명법 제18조에 따르면, 전자서명인증사업자는 가입자 또는 이용자의 요청이 있는 경우에만 전자문서가 해당 전자서명인증사업자에게 제시된 시점을 전자서명하여 확인할 수 있다. 따라서 전자서명인증사업자가 임의로 시점을 확인할 수 없으며, 반드시 가입자 또는 이용자의 요청이 있어야 한다.","전자서명법 제18조

---"
금융보안법률,전자서명,"전자서명인증사업자가 전자문서의 시점을 확인할 때 사용하는 방법은?
1 전자문서를 인쇄하여 보관
2 전자서명으로 시점을 확인
3 전자문서를 이메일로 전송
4 전자문서를 암호화하여 저장",2 전자서명으로 시점을 확인,"전자서명법 제18조에 따르면, 전자서명인증사업자는 가입자 또는 이용자의 요청이 있는 경우 전자문서가 해당 전자서명인증사업자에게 제시된 시점을 전자서명하여 확인할 수 있다. 이는 전자서명을 통해 전자문서의 시점을 확인하는 방법을 의미한다.",전자서명법 제18조
금융보안법률,전자서명,"다음 중 전자서명생성정보의 보호에 관한 설명으로 옳은 것은?
1 누구든지 타인의 전자서명생성정보를 도용할 수 있다.
2 누구든지 운영기준 준수사실의 인정을 받은 전자서명인증사업자가 발급하는 인증서와 관련하여 거짓이나 부정한 방법으로 타인의 명의로 인증서를 발급받을 수 있다.
3 누구든지 타인의 전자서명생성정보를 도용하거나 누설해서는 아니 된다.
4 누구든지 전자서명인증사업자가 발급하는 인증서를 임의로 변경할 수 있다.",3 누구든지 타인의 전자서명생성정보를 도용하거나 누설해서는 아니 된다.,"전자서명법 제19조에 따르면, 누구든지 타인의 전자서명생성정보를 도용하거나 누설해서는 안 된다. 이는 전자서명의 신뢰성과 보안을 유지하기 위한 중요한 규정이다. 따라서 3번이 옳은 설명이다.","전자서명법 제19조

---"
금융보안법률,전자서명,"다음 중 전자서명인증사업자가 발급하는 인증서와 관련하여 금지된 행위는?
1 타인의 동의를 받아 인증서를 발급받는 행위
2 거짓이나 부정한 방법으로 타인의 명의로 인증서를 발급받는 행위
3 전자서명인증사업자의 운영기준 준수사실을 확인하는 행위
4 전자서명인증사업자가 발급한 인증서를 사용하는 행위",2 거짓이나 부정한 방법으로 타인의 명의로 인증서를 발급받는 행위,"전자서명법 제19조에 따르면, 누구든지 운영기준 준수사실의 인정을 받은 전자서명인증사업자가 발급하는 인증서와 관련하여 거짓이나 부정한 방법으로 타인의 명의로 인증서를 발급받거나 발급받을 수 있도록 하는 행위를 해서는 안 된다. 따라서 2번이 금지된 행위이다.",전자서명법 제19조
금융보안법률,전자서명,"전자서명인증사업자가 전자서명인증업무의 수행과 관련하여 가입자 또는 이용자에게 손해를 입힌 경우, 손해배상책임이 면제될 수 있는 조건은 무엇인가?
1 전자서명인증사업자가 고의 또는 과실이 없음을 입증한 경우
2 가입자가 손해를 입증하지 못한 경우
3 이용자가 손해를 입증하지 못한 경우
4 전자서명인증사업자가 보험에 가입한 경우",1 전자서명인증사업자가 고의 또는 과실이 없음을 입증한 경우,"전자서명인증사업자가 전자서명인증업무의 수행과 관련하여 가입자 또는 이용자에게 손해를 입힌 경우, 그 손해를 배상하여야 한다. 다만, 전자서명인증사업자가 고의 또는 과실이 없음을 입증하면 그 배상책임이 면제된다.",전자서명법 제20조 제1항
금융보안법률,전자서명,"전자서명법 제21조에 따라 한국인터넷진흥원이 수행하는 업무에 해당하지 않는 것은?
1 전자서명인증 관련 기술개발ㆍ보급 및 표준화 연구
2 전자서명인증 관련 제도 연구 및 상호인정 등 국제협력 지원
3 전자서명인증사업자에 대한 검사 지원
4 전자서명인증서 발급 및 관리",4 전자서명인증서 발급 및 관리,"전자서명법 제21조에 따르면 한국인터넷진흥원이 수행하는 업무는 전자서명인증 관련 기술개발ㆍ보급 및 표준화 연구, 전자서명인증 관련 제도 연구 및 상호인정 등 국제협력 지원, 전자서명인증사업자에 대한 검사 지원 등이다. 전자서명인증서 발급 및 관리는 포함되지 않는다.","전자서명법 제21조

---"
금융보안법률,전자서명,"과학기술정보통신부장관이 전자서명법 제23조에 따라 업무를 위탁할 수 있는 기관은?
1 한국인터넷진흥원
2 금융감독원
3 한국은행
4 국세청",1 한국인터넷진흥원,"전자서명법 제23조에 따르면, 과학기술정보통신부장관은 제5조 및 제7조제2항에 따른 업무의 전부 또는 일부를 대통령령으로 정하는 바에 따라 인터넷진흥원 또는 관계 전문기관에 위탁할 수 있다. 따라서 한국인터넷진흥원이 정답이다.",전자서명법 제23조
금융보안법률,전자서명,"다음 중 전자서명법 제24조에 따라 3년 이하의 징역 또는 3천만원 이하의 벌금에 처해질 수 있는 행위는 무엇인가?

1 타인의 전자서명생성정보를 도용하거나 누설한 경우
2 인증서를 타인에게 양도 또는 대여한 경우
3 인증서를 타인으로부터 양도 또는 대여받은 경우
4 인증서를 부정하게 행사한 경우",1 타인의 전자서명생성정보를 도용하거나 누설한 경우,"제24조 제1항에 따르면, 타인의 전자서명생성정보를 도용하거나 누설한 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처해질 수 있다. 반면, 인증서를 타인에게 양도 또는 대여하거나, 타인으로부터 양도 또는 대여받은 경우는 제24조 제2항에 따라 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해질 수 있다.","전자서명법 제24조

---"
금융보안법률,전자서명,"다음 중 제24조에 따라 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해질 수 있는 행위는 무엇인가?

1 타인의 전자서명생성정보를 도용하거나 누설한 경우
2 거짓이나 그 밖의 부정한 방법으로 타인의 명의로 인증서를 발급받은 경우
3 인증서를 타인에게 양도 또는 대여한 경우
4 타인의 전자서명생성정보를 부정하게 행사한 경우",3 인증서를 타인에게 양도 또는 대여한 경우,"제24조 제2항에 따르면, 인증서를 타인에게 양도 또는 대여하거나, 타인으로부터 양도 또는 대여받은 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해질 수 있다. 반면, 타인의 전자서명생성정보를 도용하거나 누설한 경우는 제24조 제1항에 따라 3년 이하의 징역 또는 3천만원 이하의 벌금에 처해질 수 있다.",전자서명법 제24조
금융보안법률,전자서명,"다음 중 전자서명법 제25조 양벌규정에 대한 설명으로 가장 적절한 것은?
1 법인의 대표자만 처벌받는다.
2 법인의 대표자와 행위자만 처벌받는다.
3 법인의 대표자, 행위자, 법인 모두 처벌받는다.
4 법인의 대표자와 법인만 처벌받는다.","3 법인의 대표자, 행위자, 법인 모두 처벌받는다.","제25조 양벌규정에 따르면, 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제24조의 위반행위를 한 경우에는 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과한다. 따라서 법인의 대표자, 행위자, 법인 모두 처벌받는다.",전자서명법 제25조 양벌규정
금융보안법률,전자서명,"전자서명법 제25조 양벌규정에 따르면, 법인 또는 개인이 위반행위를 방지하기 위하여 상당한 주의와 감독을 게을리하지 않은 경우, 해당 법인 또는 개인은 어떻게 되는가?
1 벌금형을 면할 수 있다.
2 징역형을 면할 수 있다.
3 벌금형과 징역형 모두 면할 수 있다.
4 경고만 받는다.",1 벌금형을 면할 수 있다.,"제25조 양벌규정에 따르면, 법인 또는 개인이 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 벌금형을 면할 수 있다.",전자서명법 제25조 양벌규정
금융보안법률,전자서명,"다음 중 전자서명법 제26조에 따라 2천만원 이하의 과태료가 부과될 수 있는 경우는?
1 제13조제1항을 위반하여 운영기준 준수사실을 표시한 경우
2 제13조제2항을 위반하여 운영기준 준수사실을 표시한 경우
3 제15조제1항을 위반하여 인증업무준칙을 작성하지 않은 경우
4 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 경우",4 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 경우,"전자서명법 제26조에 따르면, 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 자에게는 2천만원 이하의 과태료가 부과된다. 반면, 제13조제1항, 제13조제2항, 제15조제1항을 위반한 경우에는 500만원 이하의 과태료가 부과된다.","전자서명법 제26조

---"
금융보안법률,전자서명,"전자서명법 제26조에 따라 500만원 이하의 과태료가 부과될 수 있는 경우가 아닌 것은?
1 제13조제1항을 위반하여 운영기준 준수사실을 표시한 경우
2 제13조제2항을 위반하여 운영기준 준수사실을 표시한 경우
3 제15조제1항을 위반하여 인증업무준칙을 작성하지 않은 경우
4 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 경우",4 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 경우,"전자서명법 제26조에 따르면, 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 자에게는 2천만원 이하의 과태료가 부과된다. 반면, 제13조제1항, 제13조제2항, 제15조제1항을 위반한 경우에는 500만원 이하의 과태료가 부과된다.",전자서명법 제26조
금융보안법률,전자서명,"전자서명법 제2조에 따른 ""전자서명""의 정의로 가장 적절한 것은?
1 서명자의 실지명의를 확인할 수 있는 전자서명
2 서명자의 직위를 확인할 수 있는 전자서명
3 서명자의 이메일 주소를 확인할 수 있는 전자서명
4 서명자의 전화번호를 확인할 수 있는 전자서명",1 서명자의 실지명의를 확인할 수 있는 전자서명,"전자서명법 제2조에 따르면, ""전자서명""은 서명자의 실지명의를 확인할 수 있는 것으로 정의된다. 이는 서명자의 신원을 명확히 확인할 수 있는 전자적 수단을 의미한다.",전자서명법 제2조
금융보안법률,전자서명,"전자서명법 제2조에 따른 ""전자서명인증사업자""의 정의로 가장 적절한 것은?
1 전자서명을 발급하고 관리하는 사업자
2 전자서명을 검증하는 사업자
3 전자서명을 저장하는 사업자
4 전자서명을 삭제하는 사업자",1 전자서명을 발급하고 관리하는 사업자,"전자서명법 제2조에 따르면, ""전자서명인증사업자""는 전자서명을 발급하고 관리하는 사업자를 의미한다. 이는 전자서명의 신뢰성을 보장하기 위해 필요한 역할을 수행하는 사업자이다.",전자서명법 제2조
금융보안법률,전자서명,"전자서명의 효력에 대한 설명으로 옳지 않은 것은?
1 전자서명은 법적 효력을 가지지 않는다.
2 전자서명은 서명자의 실지명의를 확인할 수 있어야 한다.
3 전자서명은 서명자의 신원을 확인할 수 있다.
4 전자서명은 법적 효력을 가진다.",1 전자서명은 법적 효력을 가지지 않는다.,"전자서명은 법적으로 인정받는 서명 방식으로, 서명자의 실지명의를 확인할 수 있어야 하며, 법적 효력을 가진다. 따라서 전자서명이 법적 효력을 가지지 않는다는 설명은 옳지 않다.","전자서명법 제3조

###"
금융보안법률,전자서명,"과학기술정보통신부장관이 전자서명의 이용 촉진을 위해 제공할 수 있는 지원 사항으로 옳지 않은 것은?
1 전자서명 관련 기술개발 및 표준화 연구 지원
2 전자서명 이용 활성화를 위한 홍보 및 교육 지원
3 전자서명 관련 법률 자문 및 소송 지원
4 전자서명 이용 촉진을 위한 재정적 지원",3 전자서명 관련 법률 자문 및 소송 지원,"제5조에 따르면 과학기술정보통신부장관은 전자서명의 이용 촉진을 위해 행정적, 재정적, 기술적 지원을 할 수 있으며, 구체적으로 기술개발 및 표준화 연구, 홍보 및 교육, 재정적 지원 등이 포함된다. 그러나 법률 자문 및 소송 지원은 포함되지 않는다.",전자서명법 제5조
금융보안법률,전자서명,"전자서명의 이용 촉진을 위해 과학기술정보통신부장관이 제공할 수 있는 지원 사항에 해당하지 않는 것은?
1 전자서명 관련 기술개발 지원
2 전자서명 이용 활성화를 위한 홍보 지원
3 전자서명 관련 법률 자문 지원
4 전자서명 이용 촉진을 위한 재정적 지원",3 전자서명 관련 법률 자문 지원,"전자서명법 제5조에 따르면 과학기술정보통신부장관은 전자서명의 이용 촉진을 위해 기술개발, 홍보, 재정적 지원 등을 제공할 수 있다. 그러나 법률 자문 지원은 포함되지 않는다.",전자서명법 제5조
금융보안법률,전자서명,"전자서명법 제6조에 따르면 국가는 특정한 전자서명수단만을 이용하도록 제한해서는 안 된다. 다음 중 이러한 제한이 허용되는 경우는 무엇인가?
1 법률에서 전자서명수단을 특정한 경우
2 국회의 규칙에서 전자서명수단을 특정한 경우
3 대통령령에서 전자서명수단을 특정한 경우
4 모든 경우에서 제한이 허용되지 않는다",4 모든 경우에서 제한이 허용되지 않는다,"제6조에 따르면 국가는 법률, 국회규칙, 대법원규칙, 헌법재판소규칙, 중앙선거관리위원회규칙, 대통령령 또는 감사원규칙에서 전자서명수단을 특정한 경우를 제외하고는 특정한 전자서명수단만을 이용하도록 제한해서는 안 됩니다. 따라서 모든 경우에서 제한이 허용되지 않습니다.","전자서명법 제6조(다양한 전자서명수단의 이용 활성화) 2 국가는 법률, 국회규칙, 대법원규칙, 헌법재판소규칙, 중앙선거관리위원회규칙, 대통령령 또는 감사원규칙에서 전자서명수단을 특정한 경우를 제외하고는 특정한 전자서명수단만을 이용하도록 제한하여서는 아니 된다."
